"Tabela 5457 - Área plantada ou destinada à colheita, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias e permanentes"
"Variável - Área plantada ou destinada à colheita (Hectares)"
"Nível";"Cód.";"Brasil, Unidade da Federação e Município";"Ano x Produto das lavouras temporárias e permanentes"
"Nível";"Cód.";"Brasil, Unidade da Federação e Município";"2024"
"Nível";"Cód.";"Brasil, Unidade da Federação e Município";"Total";"Arroz (em casca)";"Maçã";"Milho (em grão)";"Soja (em grão)"
"MU";"2602308";"Bonito (PE)";"3290";"-";"-";"-";"-"
"MU";"2602407";"Brejão (PE)";"1237";"-";"-";"750";"-"
"MU";"2602506";"Brejinho (PE)";"2334";"-";"-";"1100";"-"
"MU";"2602605";"Brejo da Madre de Deus (PE)";"470";"-";"-";"200";"-"
"MU";"2602704";"Buenos Aires (PE)";"2717";"-";"-";"-";"-"
"MU";"2602803";"Buíque (PE)";"2730";"-";"-";"400";"-"
"MU";"2602902";"Cabo de Santo Agostinho (PE)";"9997";"-";"-";"-";"-"
"MU";"2603009";"Cabrobó (PE)";"2223";"-";"-";"605";"-"
"MU";"2603108";"Cachoeirinha (PE)";"510";"-";"-";"10";"-"
"MU";"2603207";"Caetés (PE)";"10990";"-";"-";"1100";"-"
"MU";"2603306";"Calçado (PE)";"4746";"-";"-";"150";"-"
"MU";"2603405";"Calumbi (PE)";"687";"-";"-";"350";"-"
"MU";"2603454";"Camaragibe (PE)";"403";"-";"-";"-";"-"
"MU";"2603504";"Camocim de São Félix (PE)";"251";"-";"-";"25";"-"
"MU";"2603603";"Camutanga (PE)";"2290";"-";"-";"-";"-"
"MU";"2603702";"Canhotinho (PE)";"2196";"-";"-";"90";"-"
"MU";"2603801";"Capoeiras (PE)";"1440";"-";"-";"100";"-"
"MU";"2603900";"Carnaíba (PE)";"8359";"-";"-";"4000";"-"
"MU";"2603926";"Carnaubeira da Penha (PE)";"2379";"-";"-";"1000";"-"
"MU";"2604007";"Carpina (PE)";"1874";"-";"-";"-";"-"
"MU";"2604106";"Caruaru (PE)";"2350";"-";"-";"1800";"-"
"MU";"2604155";"Casinhas (PE)";"2465";"-";"-";"1100";"-"
"MU";"2604205";"Catende (PE)";"1756";"-";"-";"-";"-"
"MU";"2604304";"Cedro (PE)";"2734";"2";"-";"2200";"-"
"MU";"2604403";"Chã de Alegria (PE)";"2716";"-";"-";"-";"-"
"MU";"2604502";"Chã Grande (PE)";"400";"-";"-";"5";"-"
"MU";"2604601";"Condado (PE)";"2101";"-";"-";"-";"-"
"MU";"2604700";"Correntes (PE)";"2118";"-";"-";"20";"-"
"MU";"2604809";"Cortês (PE)";"1734";"-";"-";"-";"-"
"MU";"2604908";"Cumaru (PE)";"2556";"-";"-";"1500";"-"
"MU";"2605004";"Cupira (PE)";"290";"-";"-";"80";"-"
"MU";"2605103";"Custódia (PE)";"7074";"-";"-";"3500";"-"
"MU";"2605152";"Dormentes (PE)";"7509";"-";"-";"4500";"-"
"MU";"2605202";"Escada (PE)";"18982";"-";"-";"-";"-"
"MU";"2605301";"Exu (PE)";"22920";"-";"-";"12000";"-"
"MU";"2605400";"Feira Nova (PE)";"1381";"-";"-";"-";"-"
"MU";"2605459";"Fernando de Noronha (PE)";"...";"...";"...";"...";"..."
"MU";"2605509";"Ferreiros (PE)";"3060";"-";"-";"-";"-"
"MU";"2605608";"Flores (PE)";"14228";"1";"-";"8000";"-"
"MU";"2605707";"Floresta (PE)";"1872";"-";"-";"750";"-"
"MU";"2605806";"Frei Miguelinho (PE)";"1190";"-";"-";"650";"-"
"MU";"2605905";"Gameleira (PE)";"5980";"-";"-";"-";"-"
"MU";"2606002";"Garanhuns (PE)";"2194";"-";"-";"325";"-"
"MU";"2606101";"Glória do Goitá (PE)";"3380";"-";"-";"990";"-"
"MU";"2606200";"Goiana (PE)";"10758";"-";"-";"-";"-"
"MU";"2606309";"Granito (PE)";"840";"-";"-";"640";"-"
"MU";"2606408";"Gravatá (PE)";"1270";"-";"-";"-";"-"
"MU";"2606507";"Iati (PE)";"2301";"-";"-";"130";"-"
"MU";"2606606";"Ibimirim (PE)";"2633";"-";"-";"200";"-"
"MU";"2606705";"Ibirajuba (PE)";"580";"-";"-";"250";"-"
"MU";"2606804";"Igarassu (PE)";"8513";"-";"-";"-";"-"
"MU";"2606903";"Iguaracy (PE)";"5144";"-";"-";"2500";"-"
"MU";"2607000";"Inajá (PE)";"2218";"-";"-";"345";"-"
"MU";"2607109";"Ingazeira (PE)";"1342";"-";"-";"700";"-"
"MU";"2607208";"Ipojuca (PE)";"29715";"-";"-";"-";"-"
"MU";"2607307";"Ipubi (PE)";"15895";"-";"-";"7800";"-"
"MU";"2607406";"Itacuruba (PE)";"354";"-";"-";"119";"-"
"MU";"2607505";"Itaíba (PE)";"1425";"-";"-";"500";"-"
"MU";"2607604";"Ilha de Itamaracá (PE)";"2";"-";"-";"-";"-"
"MU";"2607653";"Itambé (PE)";"15215";"-";"-";"10";"-"
"MU";"2607703";"Itapetim (PE)";"3759";"-";"-";"1800";"-"
"MU";"2607752";"Itapissuma (PE)";"933";"-";"-";"-";"-"
"MU";"2607802";"Itaquitinga (PE)";"5227";"-";"-";"-";"-"
"MU";"2607901";"Jaboatão dos Guararapes (PE)";"3555";"-";"-";"-";"-"
"MU";"2607950";"Jaqueira (PE)";"904";"-";"-";"-";"-"
"MU";"2608008";"Jataúba (PE)";"200";"-";"-";"100";"-"
"MU";"2608057";"Jatobá (PE)";"1270";"-";"-";"500";"-"
"MU";"2608107";"João Alfredo (PE)";"1435";"-";"-";"800";"-"
"MU";"2608206";"Joaquim Nabuco (PE)";"2704";"-";"-";"-";"-"
"MU";"2608255";"Jucati (PE)";"5681";"-";"-";"100";"-"
"MU";"2608305";"Jupi (PE)";"8876";"-";"-";"160";"-"
"MU";"2608404";"Jurema (PE)";"3070";"-";"-";"150";"-"
"MU";"2608453";"Lagoa do Carro (PE)";"773";"-";"-";"-";"-"
"MU";"2608503";"Lagoa de Itaenga (PE)";"2834";"-";"-";"-";"-"
"MU";"2608602";"Lagoa do Ouro (PE)";"310";"-";"-";"140";"-"
"MU";"2608701";"Lagoa dos Gatos (PE)";"1675";"-";"-";"300";"-"
"MU";"2608750";"Lagoa Grande (PE)";"8829";"-";"-";"3000";"-"
"MU";"2608800";"Lajedo (PE)";"1530";"-";"-";"300";"-"
"MU";"2608909";"Limoeiro (PE)";"3508";"-";"-";"900";"-"
"MU";"2609006";"Macaparana (PE)";"3686";"-";"-";"-";"-"
"MU";"2609105";"Machados (PE)";"3946";"-";"-";"150";"-"
"MU";"2609154";"Manari (PE)";"2614";"-";"-";"1300";"-"
"MU";"2609204";"Maraial (PE)";"952";"-";"-";"-";"-"
"MU";"2609303";"Mirandiba (PE)";"1953";"-";"-";"700";"-"
"MU";"2609402";"Moreno (PE)";"8205";"-";"-";"-";"-"
"MU";"2609501";"Nazaré da Mata (PE)";"4104";"-";"-";"-";"-"
"MU";"2609600";"Olinda (PE)";"...";"...";"...";"...";"..."
"MU";"2609709";"Orobó (PE)";"3365";"-";"-";"800";"-"
"MU";"2609808";"Orocó (PE)";"5247";"-";"-";"210";"-"
"MU";"2609907";"Ouricuri (PE)";"17862";"-";"-";"10000";"-"
"MU";"2610004";"Palmares (PE)";"5057";"-";"-";"-";"-"
"MU";"2610103";"Palmeirina (PE)";"290";"-";"-";"20";"-"
"MU";"2610202";"Panelas (PE)";"1861";"-";"-";"800";"-"
"MU";"2610301";"Paranatama (PE)";"1983";"-";"-";"160";"-"
"MU";"2610400";"Parnamirim (PE)";"3332";"-";"-";"2000";"-"
"MU";"2610509";"Passira (PE)";"2097";"-";"-";"1100";"-"
"MU";"2610608";"Paudalho (PE)";"6232";"-";"-";"-";"-"
"MU";"2610707";"Paulista (PE)";"...";"...";"...";"...";"..."
"MU";"2610806";"Pedra (PE)";"2498";"-";"-";"1800";"-"
"MU";"2610905";"Pesqueira (PE)";"2985";"-";"-";"675";"-"
"MU";"2611002";"Petrolândia (PE)";"5483";"-";"-";"260";"-"
"MU";"2611101";"Petrolina (PE)";"39250";"-";"-";"6500";"-"
"MU";"2611200";"Poção (PE)";"825";"-";"-";"200";"-"
"MU";"2611309";"Pombos (PE)";"2144";"-";"-";"-";"-"
"MU";"2611408";"Primavera (PE)";"11217";"-";"-";"-";"-"
"MU";"2611507";"Quipapá (PE)";"1148";"-";"-";"-";"-"
"MU";"2611533";"Quixaba (PE)";"4407";"-";"-";"3000";"-"
"MU";"2611606";"Recife (PE)";"...";"...";"...";"...";"..."
"MU";"2611705";"Riacho das Almas (PE)";"2987";"-";"-";"2000";"-"
"MU";"2611804";"Ribeirão (PE)";"9953";"-";"-";"-";"-"
"MU";"2611903";"Rio Formoso (PE)";"7937";"-";"-";"-";"-"
"MU";"2612000";"Sairé (PE)";"740";"-";"-";"100";"-"
"MU";"2612109";"Salgadinho (PE)";"1400";"-";"-";"700";"-"
"MU";"2612208";"Salgueiro (PE)";"1446";"-";"-";"543";"-"
"MU";"2612307";"Saloá (PE)";"2459";"-";"-";"2000";"-"
"MU";"2612406";"Sanharó (PE)";"1750";"-";"-";"50";"-"
"MU";"2612455";"Santa Cruz (PE)";"12485";"-";"-";"5500";"-"
"MU";"2612471";"Santa Cruz da Baixa Verde (PE)";"2632";"-";"-";"900";"-"
"MU";"2612505";"Santa Cruz do Capibaribe (PE)";"361";"-";"-";"300";"-"
"MU";"2612554";"Santa Filomena (PE)";"9781";"-";"-";"5000";"-"
"MU";"2612604";"Santa Maria da Boa Vista (PE)";"17960";"-";"-";"2000";"-"
"MU";"2612703";"Santa Maria do Cambucá (PE)";"1855";"-";"-";"1100";"-"
"MU";"2612802";"Santa Terezinha (PE)";"2593";"-";"-";"1300";"-"
"MU";"2612901";"São Benedito do Sul (PE)";"654";"-";"-";"-";"-"
"MU";"2613008";"São Bento do Una (PE)";"6820";"-";"-";"300";"-"
"MU";"2613107";"São Caitano (PE)";"940";"-";"-";"400";"-"
"MU";"2613206";"São João (PE)";"13081";"-";"-";"100";"-"
"MU";"2613305";"São Joaquim do Monte (PE)";"610";"-";"-";"50";"-"
"MU";"2613404";"São José da Coroa Grande (PE)";"211";"-";"-";"-";"-"
"MU";"2613503";"São José do Belmonte (PE)";"4057";"-";"-";"2200";"-"
"MU";"2613602";"São José do Egito (PE)";"6199";"-";"-";"3000";"-"
"MU";"2613701";"São Lourenço da Mata (PE)";"4904";"-";"-";"-";"-"
"MU";"2613800";"São Vicente Férrer (PE)";"7309";"-";"-";"-";"-"
"MU";"2613909";"Serra Talhada (PE)";"5807";"3";"-";"3300";"-"
"MU";"2614006";"Serrita (PE)";"2741";"-";"-";"1500";"-"
"MU";"2614105";"Sertânia (PE)";"3100";"-";"-";"2200";"-"
"MU";"2614204";"Sirinhaém (PE)";"22731";"-";"-";"-";"-"
"MU";"2614303";"Moreilândia (PE)";"1307";"-";"-";"600";"-"
"MU";"2614402";"Solidão (PE)";"2240";"-";"-";"1000";"-"
"MU";"2614501";"Surubim (PE)";"4402";"-";"-";"2100";"-"
"MU";"2614600";"Tabira (PE)";"6781";"-";"-";"3300";"-"
"MU";"2614709";"Tacaimbó (PE)";"425";"-";"-";"150";"-"
"MU";"2614808";"Tacaratu (PE)";"4089";"-";"-";"1700";"-"
"MU";"2614857";"Tamandaré (PE)";"2381";"-";"-";"-";"-"
"MU";"2615003";"Taquaritinga do Norte (PE)";"2882";"-";"-";"1200";"-"
"MU";"2615102";"Terezinha (PE)";"1750";"-";"-";"900";"-"
"MU";"2615201";"Terra Nova (PE)";"527";"-";"-";"250";"-"
"MU";"2615300";"Timbaúba (PE)";"4742";"-";"-";"-";"-"
"MU";"2615409";"Toritama (PE)";"...";"...";"...";"...";"..."
"MU";"2615508";"Tracunhaém (PE)";"4190";"-";"-";"-";"-"
"MU";"2615607";"Trindade (PE)";"3800";"-";"-";"2500";"-"
"MU";"2615706";"Triunfo (PE)";"1722";"-";"-";"500";"-"
"MU";"2615805";"Tupanatinga (PE)";"2707";"-";"-";"900";"-"
"MU";"2615904";"Tuparetama (PE)";"1859";"-";"-";"1300";"-"
"MU";"2616001";"Venturosa (PE)";"335";"-";"-";"300";"-"
"MU";"2616100";"Verdejante (PE)";"854";"-";"-";"250";"-"
"MU";"2616183";"Vertente do Lério (PE)";"970";"-";"-";"500";"-"
"MU";"2616209";"Vertentes (PE)";"1562";"-";"-";"900";"-"
"MU";"2616308";"Vicência (PE)";"17160";"-";"-";"-";"-"
"MU";"2616407";"Vitória de Santo Antão (PE)";"8186";"-";"-";"50";"-"
"MU";"2616506";"Xexéu (PE)";"4081";"-";"-";"-";"-"
"MU";"2700102";"Água Branca (AL)";"1746";"-";"-";"480";"-"
"MU";"2700201";"Anadia (AL)";"4060";"192";"-";"590";"1300"
"MU";"2700300";"Arapiraca (AL)";"6889";"-";"-";"250";"-"
"MU";"2700409";"Atalaia (AL)";"13655";"-";"-";"-";"350"
"MU";"2700508";"Barra de Santo Antônio (AL)";"2382";"-";"-";"-";"-"
"MU";"2700607";"Barra de São Miguel (AL)";"2899";"-";"-";"-";"-"
"MU";"2700706";"Batalha (AL)";"3145";"-";"-";"3000";"-"
"MU";"2700805";"Belém (AL)";"548";"-";"-";"150";"-"
"MU";"2700904";"Belo Monte (AL)";"1655";"-";"-";"1600";"-"
"MU";"2701001";"Boca da Mata (AL)";"8335";"-";"-";"150";"91"
"MU";"2701100";"Branquinha (AL)";"4664";"-";"-";"150";"-"
"MU";"2701209";"Cacimbinhas (AL)";"1488";"-";"-";"1000";"-"
"MU";"2701308";"Cajueiro (AL)";"556";"-";"-";"70";"-"
"MU";"2701357";"Campestre (AL)";"1322";"-";"-";"-";"-"
"MU";"2701407";"Campo Alegre (AL)";"8535";"-";"-";"100";"665"
"MU";"2701506";"Campo Grande (AL)";"240";"-";"-";"50";"-"
"MU";"2701605";"Canapi (AL)";"1639";"-";"-";"800";"-"
"MU";"2701704";"Capela (AL)";"2422";"-";"-";"100";"-"
"MU";"2701803";"Carneiros (AL)";"1407";"-";"-";"758";"-"
"MU";"2701902";"Chã Preta (AL)";"471";"-";"-";"100";"-"
"MU";"2702009";"Coité do Nóia (AL)";"1497";"-";"-";"600";"-"
"MU";"2702108";"Colônia Leopoldina (AL)";"4536";"-";"-";"10";"-"
"MU";"2702207";"Coqueiro Seco (AL)";"288";"-";"-";"-";"-"
"MU";"2702306";"Coruripe (AL)";"55823";"-";"-";"120";"-"
"MU";"2702355";"Craíbas (AL)";"5661";"-";"-";"3200";"-"
"MU";"2702405";"Delmiro Gouveia (AL)";"2176";"-";"-";"1200";"-"
"MU";"2702504";"Dois Riachos (AL)";"534";"-";"-";"275";"-"
"MU";"2702553";"Estrela de Alagoas (AL)";"957";"-";"-";"450";"-"
"MU";"2702603";"Feira Grande (AL)";"3062";"-";"-";"150";"-"
"MU";"2702702";"Feliz Deserto (AL)";"5121";"-";"-";"10";"-"
"MU";"2702801";"Flexeiras (AL)";"4020";"-";"-";"30";"-"
"MU";"2702900";"Girau do Ponciano (AL)";"8351";"-";"-";"3500";"-"
"MU";"2703007";"Ibateguara (AL)";"2284";"-";"-";"50";"-"
"MU";"2703106";"Igaci (AL)";"4296";"-";"-";"2200";"-"
"MU";"2703205";"Igreja Nova (AL)";"6743";"990";"-";"115";"-"
"MU";"2703304";"Inhapi (AL)";"2862";"-";"-";"1200";"-"
"MU";"2703403";"Jacaré dos Homens (AL)";"585";"-";"-";"500";"-"
"MU";"2703502";"Jacuípe (AL)";"2937";"-";"-";"-";"-"
"MU";"2703601";"Japaratinga (AL)";"1292";"-";"-";"-";"-"
"MU";"2703700";"Jaramataia (AL)";"984";"-";"-";"700";"-"
"MU";"2703759";"Jequiá da Praia (AL)";"10525";"-";"-";"50";"495"
"MU";"2703809";"Joaquim Gomes (AL)";"3873";"-";"-";"180";"-"
"MU";"2703908";"Jundiá (AL)";"2638";"-";"-";"-";"-"
"MU";"2704005";"Junqueiro (AL)";"11387";"-";"-";"250";"350"
"MU";"2704104";"Lagoa da Canoa (AL)";"2232";"-";"-";"130";"-"
"MU";"2704203";"Limoeiro de Anadia (AL)";"7043";"-";"-";"2200";"-"
"MU";"2704302";"Maceió (AL)";"4520";"-";"-";"-";"-"
"MU";"2704401";"Major Isidoro (AL)";"3655";"-";"-";"3473";"-"
"MU";"2704500";"Maragogi (AL)";"3548";"-";"-";"-";"-"
"MU";"2704609";"Maravilha (AL)";"964";"-";"-";"600";"-"
"MU";"2704708";"Marechal Deodoro (AL)";"13687";"-";"-";"-";"100"
"MU";"2704807";"Maribondo (AL)";"302";"-";"-";"5";"-"
"MU";"2704906";"Mar Vermelho (AL)";"61";"-";"-";"10";"-"
"MU";"2705002";"Mata Grande (AL)";"3431";"-";"-";"1200";"-"
"MU";"2705101";"Matriz de Camaragibe (AL)";"7238";"-";"-";"-";"-"
"MU";"2705200";"Messias (AL)";"3277";"-";"-";"-";"-"
"MU";"2705309";"Minador do Negrão (AL)";"729";"-";"-";"320";"-"
"MU";"2705408";"Monteirópolis (AL)";"325";"-";"-";"160";"-"
"MU";"2705507";"Murici (AL)";"6970";"-";"-";"200";"-"
"MU";"2705606";"Novo Lino (AL)";"3479";"-";"-";"10";"-"
"MU";"2705705";"Olho d'Água das Flores (AL)";"942";"-";"-";"480";"-"
"MU";"2705804";"Olho d'Água do Casado (AL)";"1531";"-";"-";"900";"-"
"MU";"2705903";"Olho d'Água Grande (AL)";"482";"-";"-";"400";"-"
"MU";"2706000";"Olivença (AL)";"1092";"-";"-";"1000";"-"
"MU";"2706109";"Ouro Branco (AL)";"811";"-";"-";"350";"-"
"MU";"2706208";"Palestina (AL)";"48";"-";"-";"30";"-"
"MU";"2706307";"Palmeira dos Índios (AL)";"3091";"-";"-";"970";"-"
"MU";"2706406";"Pão de Açúcar (AL)";"2132";"-";"-";"1600";"-"
"MU";"2706422";"Pariconha (AL)";"2431";"-";"-";"950";"-"
"MU";"2706448";"Paripueira (AL)";"1604";"-";"-";"1";"-"
"MU";"2706505";"Passo de Camaragibe (AL)";"7825";"-";"-";"-";"-"
"MU";"2706604";"Paulo Jacinto (AL)";"189";"-";"-";"60";"-"
"MU";"2706703";"Penedo (AL)";"21006";"106";"-";"100";"-"
"MU";"2706802";"Piaçabuçu (AL)";"2257";"20";"-";"3";"-"
"MU";"2706901";"Pilar (AL)";"6552";"-";"-";"-";"-"
"MU";"2707008";"Pindoba (AL)";"97";"-";"-";"1";"-"
"MU";"2707107";"Piranhas (AL)";"2399";"-";"-";"1320";"-"
"MU";"2707206";"Poço das Trincheiras (AL)";"1922";"-";"-";"1500";"-"
"MU";"2707305";"Porto Calvo (AL)";"6202";"-";"-";"-";"-"
"MU";"2707404";"Porto de Pedras (AL)";"3698";"-";"-";"-";"-"
"MU";"2707503";"Porto Real do Colégio (AL)";"1923";"1293";"-";"100";"-"
"MU";"2707602";"Quebrangulo (AL)";"1255";"-";"-";"450";"-"
"MU";"2707701";"Rio Largo (AL)";"10909";"-";"-";"-";"-"
"MU";"2707800";"Roteiro (AL)";"6204";"-";"-";"8";"580"
"MU";"2707909";"Santa Luzia do Norte (AL)";"576";"-";"-";"-";"-"
"MU";"2708006";"Santana do Ipanema (AL)";"1167";"-";"-";"600";"-"
"MU";"2708105";"Santana do Mundaú (AL)";"5816";"-";"-";"90";"-"
"MU";"2708204";"São Brás (AL)";"1823";"-";"-";"1300";"-"
"MU";"2708303";"São José da Laje (AL)";"11373";"-";"-";"20";"-"
"MU";"2708402";"São José da Tapera (AL)";"3934";"-";"-";"1850";"-"
"MU";"2708501";"São Luís do Quitunde (AL)";"12472";"-";"-";"80";"-"
"MU";"2708600";"São Miguel dos Campos (AL)";"21609";"-";"-";"100";"1023"
"MU";"2708709";"São Miguel dos Milagres (AL)";"1966";"-";"-";"-";"-"
"MU";"2708808";"São Sebastião (AL)";"7891";"-";"-";"150";"-"
"MU";"2708907";"Satuba (AL)";"1425";"-";"-";"-";"-"
"MU";"2708956";"Senador Rui Palmeira (AL)";"1789";"-";"-";"1200";"-"
"MU";"2709004";"Tanque d'Arca (AL)";"343";"-";"-";"30";"-"
"MU";"2709103";"Taquarana (AL)";"6785";"-";"-";"2000";"-"
"MU";"2709152";"Teotônio Vilela (AL)";"16911";"-";"-";"300";"100"
"MU";"2709202";"Traipu (AL)";"4752";"-";"-";"2000";"-"
"MU";"2709301";"União dos Palmares (AL)";"4804";"-";"-";"20";"-"
"MU";"2709400";"Viçosa (AL)";"721";"-";"-";"50";"-"
"MU";"2800100";"Amparo do São Francisco (SE)";"270";"-";"-";"215";"-"
"MU";"2800209";"Aquidabã (SE)";"1673";"-";"-";"1300";"-"
"MU";"2800308";"Aracaju (SE)";"25";"-";"-";"-";"-"
"MU";"2800407";"Arauá (SE)";"3590";"-";"-";"348";"-"
"MU";"2800506";"Areia Branca (SE)";"1904";"-";"-";"10";"-"
"MU";"2800605";"Barra dos Coqueiros (SE)";"746";"-";"-";"-";"-"
"MU";"2800670";"Boquim (SE)";"2645";"-";"-";"200";"-"
"MU";"2800704";"Brejo Grande (SE)";"3133";"1009";"-";"-";"-"
"MU";"2801009";"Campo do Brito (SE)";"850";"-";"-";"350";"-"
"MU";"2801108";"Canhoba (SE)";"1896";"-";"-";"1750";"-"
"MU";"2801207";"Canindé de São Francisco (SE)";"971";"-";"-";"620";"-"
"MU";"2801306";"Capela (SE)";"9504";"-";"-";"800";"-"
"MU";"2801405";"Carira (SE)";"33000";"-";"-";"33000";"-"
"MU";"2801504";"Carmópolis (SE)";"517";"-";"-";"4";"-"
"MU";"2801603";"Cedro de São João (SE)";"230";"71";"-";"143";"-"
"MU";"2801702";"Cristinápolis (SE)";"4806";"-";"-";"465";"-"
"MU";"2801900";"Cumbe (SE)";"3146";"-";"-";"3100";"-"
"MU";"2802007";"Divina Pastora (SE)";"397";"-";"-";"10";"-"
"MU";"2802106";"Estância (SE)";"3565";"-";"-";"98";"-"
"MU";"2802205";"Feira Nova (SE)";"6300";"-";"-";"6300";"-"
"MU";"2802304";"Frei Paulo (SE)";"16500";"-";"-";"16500";"-"
"MU";"2802403";"Gararu (SE)";"5944";"-";"-";"5840";"-"
"MU";"2802502";"General Maynard (SE)";"35";"-";"-";"3";"-"
"MU";"2802601";"Graccho Cardoso (SE)";"4252";"-";"-";"4200";"-"
"MU";"2802700";"Ilha das Flores (SE)";"2357";"1925";"-";"1";"-"
"MU";"2802809";"Indiaroba (SE)";"4637";"-";"-";"80";"-"
"MU";"2802908";"Itabaiana (SE)";"2462";"-";"-";"800";"-"
"MU";"2803005";"Itabaianinha (SE)";"6930";"-";"-";"2198";"-"
"MU";"2803104";"Itabi (SE)";"1805";"-";"-";"1800";"-"
"MU";"2803203";"Itaporanga d'Ajuda (SE)";"3395";"-";"-";"300";"-"
"MU";"2803302";"Japaratuba (SE)";"8110";"-";"-";"70";"-"
"MU";"2803401";"Japoatã (SE)";"9453";"166";"-";"2470";"-"
"MU";"2803500";"Lagarto (SE)";"10910";"-";"-";"3500";"-"
"MU";"2803609";"Laranjeiras (SE)";"10259";"-";"-";"12";"-"
"MU";"2803708";"Macambira (SE)";"3040";"-";"-";"3000";"-"
"MU";"2803807";"Malhada dos Bois (SE)";"139";"-";"-";"88";"-"
"MU";"2803906";"Malhador (SE)";"760";"-";"-";"-";"-"
"MU";"2804003";"Maruim (SE)";"4156";"-";"-";"-";"-"
"MU";"2804102";"Moita Bonita (SE)";"1370";"-";"-";"-";"-"
"MU";"2804201";"Monte Alegre de Sergipe (SE)";"4500";"-";"-";"4400";"-"
"MU";"2804300";"Muribeca (SE)";"455";"-";"-";"110";"-"
"MU";"2804409";"Neópolis (SE)";"6427";"1784";"-";"160";"-"
"MU";"2804458";"Nossa Senhora Aparecida (SE)";"4835";"-";"-";"4800";"-"
"MU";"2804508";"Nossa Senhora da Glória (SE)";"10300";"-";"-";"10200";"-"
"MU";"2804607";"Nossa Senhora das Dores (SE)";"7242";"-";"-";"5400";"-"
"MU";"2804706";"Nossa Senhora de Lourdes (SE)";"907";"-";"-";"900";"-"
"MU";"2804805";"Nossa Senhora do Socorro (SE)";"598";"-";"-";"10";"-"
"MU";"2804904";"Pacatuba (SE)";"7095";"115";"-";"190";"-"
"MU";"2805000";"Pedra Mole (SE)";"2850";"-";"-";"2850";"-"
"MU";"2805109";"Pedrinhas (SE)";"1110";"-";"-";"55";"-"
"MU";"2805208";"Pinhão (SE)";"5100";"-";"-";"5100";"-"
"MU";"2805307";"Pirambu (SE)";"965";"-";"-";"-";"-"
"MU";"2805406";"Poço Redondo (SE)";"3312";"-";"-";"2500";"-"
"MU";"2805505";"Poço Verde (SE)";"16750";"-";"-";"16500";"-"
"MU";"2805604";"Porto da Folha (SE)";"3330";"-";"-";"3200";"-"
"MU";"2805703";"Propriá (SE)";"1655";"1267";"-";"136";"-"
"MU";"2805802";"Riachão do Dantas (SE)";"5017";"-";"-";"3400";"-"
"MU";"2805901";"Riachuelo (SE)";"2964";"-";"-";"25";"-"
"MU";"2806008";"Ribeirópolis (SE)";"1450";"-";"-";"1000";"-"
"MU";"2806107";"Rosário do Catete (SE)";"2187";"-";"-";"20";"-"
"MU";"2806206";"Salgado (SE)";"3395";"-";"-";"500";"-"
"MU";"2806305";"Santa Luzia do Itanhy (SE)";"3361";"-";"-";"86";"-"
"MU";"2806404";"Santana do São Francisco (SE)";"1044";"-";"-";"38";"-"
"MU";"2806503";"Santa Rosa de Lima (SE)";"110";"-";"-";"10";"-"
"MU";"2806602";"Santo Amaro das Brotas (SE)";"2540";"-";"-";"15";"-"
"MU";"2806701";"São Cristóvão (SE)";"1352";"-";"-";"125";"-"
"MU";"2806800";"São Domingos (SE)";"790";"-";"-";"100";"-"
"MU";"2806909";"São Francisco (SE)";"2020";"-";"-";"573";"-"
"MU";"2807006";"São Miguel do Aleixo (SE)";"1500";"-";"-";"1500";"-"
"MU";"2807105";"Simão Dias (SE)";"23138";"-";"-";"23000";"-"
"MU";"2807204";"Siriri (SE)";"1478";"-";"-";"130";"-"
"MU";"2807303";"Telha (SE)";"277";"77";"-";"155";"-"
"MU";"2807402";"Tobias Barreto (SE)";"1700";"-";"-";"1500";"-"
"MU";"2807501";"Tomar do Geru (SE)";"2948";"-";"-";"510";"-"
"MU";"2807600";"Umbaúba (SE)";"4244";"-";"-";"120";"-"
"MU";"2900108";"Abaíra (BA)";"930";"14";"-";"145";"-"
"MU";"2900207";"Abaré (BA)";"3537";"-";"-";"940";"-"
"MU";"2900306";"Acajutiba (BA)";"3518";"-";"-";"233";"-"
"MU";"2900355";"Adustina (BA)";"34700";"-";"-";"31700";"-"
"MU";"2900405";"Água Fria (BA)";"4108";"-";"-";"1800";"-"
"MU";"2900504";"Érico Cardoso (BA)";"1487";"50";"-";"337";"-"
"MU";"2900603";"Aiquara (BA)";"2432";"-";"-";"8";"-"
"MU";"2900702";"Alagoinhas (BA)";"1927";"-";"-";"155";"-"
"MU";"2900801";"Alcobaça (BA)";"3933";"-";"-";"29";"-"
"MU";"2900900";"Almadina (BA)";"2714";"-";"-";"20";"-"
"MU";"2901007";"Amargosa (BA)";"3459";"-";"-";"6";"-"
"MU";"2901106";"Amélia Rodrigues (BA)";"195";"-";"-";"13";"-"
"MU";"2901155";"América Dourada (BA)";"7857";"-";"-";"4079";"-"
"MU";"2901205";"Anagé (BA)";"1566";"-";"-";"570";"-"
"MU";"2901304";"Andaraí (BA)";"1448";"-";"-";"510";"-"
"MU";"2901353";"Andorinha (BA)";"2170";"-";"-";"1163";"-"
"MU";"2901403";"Angical (BA)";"2571";"-";"-";"1533";"-"
"MU";"2901502";"Anguera (BA)";"1224";"-";"-";"612";"-"
"MU";"2901601";"Antas (BA)";"5353";"-";"-";"4200";"-"
